"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Dawson County, NE"	"31047"	48	23709	202.5
	"Dixon County, NE"	"31051"	17	5709	Unreliable
	"Dodge County, NE"	"31053"	79	36791	214.7
	"Douglas County, NE"	"31055"	788	566880	139.0
	"Furnas County, NE"	"31065"	19	4715	Unreliable
	"Gage County, NE"	"31067"	52	21493	241.9
	"Garfield County, NE"	"31071"	14	1987	Unreliable
	"Hall County, NE"	"31079"	120	61607	194.8
	"Hamilton County, NE"	"31081"	21	9280	226.3
	"Harlan County, NE"	"31083"	11	3401	Unreliable
	"Holt County, NE"	"31089"	34	10178	334.1
	"Howard County, NE"	"31093"	17	6468	Unreliable
	"Jefferson County, NE"	"31095"	31	7097	436.8
	"Johnson County, NE"	"31097"	18	5134	Unreliable
	"Kearney County, NE"	"31099"	16	6544	Unreliable
	"Keith County, NE"	"31101"	18	8021	Unreliable
	"Kimball County, NE"	"31105"	16	3618	Unreliable
	"Knox County, NE"	"31107"	26	8419	308.8
	"Lancaster County, NE"	"31109"	428	317272	134.9
	"Lincoln County, NE"	"31111"	60	35185	170.5
	"Madison County, NE"	"31119"	87	35392	245.8
	"Merrick County, NE"	"31121"	17	7733	Unreliable
	"Morrill County, NE"	"31123"	18	4686	Unreliable
	"Nance County, NE"	"31125"	15	3532	Unreliable
	"Nemaha County, NE"	"31127"	19	6958	Unreliable
	"Nuckolls County, NE"	"31129"	20	4195	476.8
	"Otoe County, NE"	"31131"	43	15985	269.0
	"Phelps County, NE"	"31137"	35	8996	389.1
	"Pierce County, NE"	"31139"	13	7142	Unreliable
	"Platte County, NE"	"31141"	85	33363	254.8
	"Polk County, NE"	"31143"	23	5278	435.8
	"Red Willow County, NE"	"31145"	31	10726	289.0
	"Richardson County, NE"	"31147"	22	7937	277.2
	"Saline County, NE"	"31151"	41	14350	285.7
	"Sarpy County, NE"	"31153"	211	184459	114.4
	"Saunders County, NE"	"31155"	46	21303	215.9
	"Scotts Bluff County, NE"	"31157"	78	35989	216.7
	"Seward County, NE"	"31159"	40	17318	231.0
	"Sheridan County, NE"	"31161"	16	5190	Unreliable
	"Sherman County, NE"	"31163"	11	3038	Unreliable
	"Stanton County, NE"	"31167"	10	5970	Unreliable
	"Thayer County, NE"	"31169"	25	5039	496.1
	"Thurston County, NE"	"31173"	23	7303	314.9
	"Valley County, NE"	"31175"	14	4190	Unreliable
	"Washington County, NE"	"31177"	30	20667	145.2
	"Wayne County, NE"	"31179"	21	9403	223.3
	"Webster County, NE"	"31181"	13	3533	Unreliable
	"York County, NE"	"31185"	35	13772	254.1
	"Churchill County, NV"	"32001"	66	24440	270.0
	"Clark County, NV"	"32003"	4583	2231647	205.4
	"Douglas County, NV"	"32005"	111	48467	229.0
	"Elko County, NV"	"32007"	68	52460	129.6
	"Humboldt County, NV"	"32013"	29	16786	172.8
	"Lander County, NV"	"32015"	17	5575	Unreliable
	"Lyon County, NV"	"32019"	118	55808	211.4
	"Nye County, NV"	"32023"	234	45346	516.0
	"Pershing County, NV"	"32027"	15	6666	Unreliable
	"Washoe County, NV"	"32031"	951	465735	204.2
	"White Pine County, NV"	"32033"	19	9475	Unreliable
	"Carson City, NV"	"32510"	155	55414	279.7
	"Belknap County, NH"	"33001"	174	61022	285.1
	"Carroll County, NH"	"33003"	131	48779	268.6
	"Cheshire County, NH"	"33005"	156	76493	203.9
	"Coos County, NH"	"33007"	99	31589	313.4
	"Grafton County, NH"	"33009"	212	89786	236.1
	"Hillsborough County, NH"	"33011"	746	415247	179.7
	"Merrimack County, NH"	"33013"	319	151132	211.1
	"Rockingham County, NH"	"33015"	608	309176	196.7
	"Strafford County, NH"	"33017"	238	130090	183.0
	"Sullivan County, NH"	"33019"	103	43144	238.7
	"Atlantic County, NJ"	"34001"	746	265429	281.1
	"Bergen County, NJ"	"34003"	1812	936692	193.4
	"Burlington County, NJ"	"34005"	1031	445384	231.5
	"Camden County, NJ"	"34007"	1200	507078	236.6
	"Cape May County, NJ"	"34009"	358	92560	386.8
	"Cumberland County, NJ"	"34011"	392	150972	259.7
	"Essex County, NJ"	"34013"	1479	799767	184.9
	"Gloucester County, NJ"	"34015"	706	291408	242.3
	"Hudson County, NJ"	"34017"	919	676061	135.9
	"Hunterdon County, NJ"	"34019"	222	124714	178.0
	"Mercer County, NJ"	"34021"	728	369811	196.9
	"Middlesex County, NJ"	"34023"	1502	829685	181.0
	"Monmouth County, NJ"	"34025"	1439	621354	231.6
	"Morris County, NJ"	"34027"	1038	494228	210.0
	"Ocean County, NJ"	"34029"	2187	601651	363.5
	"Passaic County, NJ"	"34031"	921	503310	183.0
	"Salem County, NJ"	"34033"	210	62607	335.4
	"Somerset County, NJ"	"34035"	612	331164	184.8
	"Sussex County, NJ"	"34037"	314	140799	223.0
	"Union County, NJ"	"34039"	964	558067	172.7
	"Warren County, NJ"	"34041"	267	105779	252.4
	"Bernalillo County, NM"	"35001"	1288	678701	189.8
	"Catron County, NM"	"35003"	18	3578	Unreliable
	"Chaves County, NM"	"35005"	206	64689	318.4
	"Cibola County, NM"	"35006"	54	26746	201.9
	"Colfax County, NM"	"35007"	28	12110	231.2
	"Curry County, NM"	"35009"	90	49437	182.0
	"Dona Ana County, NM"	"35013"	299	217522	137.5
	"Eddy County, NM"	"35015"	138	57900	238.3
	"Grant County, NM"	"35017"	82	27346	299.9
	"Guadalupe County, NM"	"35019"	17	4341	Unreliable
	"Hidalgo County, NM"	"35023"	24	4240	566.0
	"Lea County, NM"	"35025"	120	69611	172.4
	"Lincoln County, NM"	"35027"	60	19556	306.8
	"Los Alamos County, NM"	"35028"	34	19101	178.0
	"Luna County, NM"	"35029"	77	23963	321.3
	"McKinley County, NM"	"35031"	94	72290	130.0
	"Mora County, NM"	"35033"	10	4506	Unreliable
	"Otero County, NM"	"35035"	131	66781	196.2
	"Quay County, NM"	"35037"	33	8253	399.9
	"Rio Arriba County, NM"	"35039"	64	39006	164.1
	"Roosevelt County, NM"	"35041"	36	18743	192.1
	"Sandoval County, NM"	"35043"	230	145179	158.4
	"San Juan County, NM"	"35045"	185	125043	147.9
	"San Miguel County, NM"	"35047"	54	27591	195.7
	"Santa Fe County, NM"	"35049"	220	150056	146.6
	"Sierra County, NM"	"35051"	57	10968	519.7
	"Socorro County, NM"	"35053"	40	16735	239.0
	"Taos County, NM"	"35055"	64	32835	194.9
	"Torrance County, NM"	"35057"	29	15591	186.0
	"Union County, NM"	"35059"	16	4118	Unreliable
	"Valencia County, NM"	"35061"	131	76456	171.3
	"Albany County, NY"	"36001"	637	307117	207.4
	"Allegany County, NY"	"36003"	125	46430	269.2
	"Bronx County, NY"	"36005"	2896	1432132	202.2
	"Broome County, NY"	"36007"	501	191659	261.4
	"Cattaraugus County, NY"	"36009"	251	76840	326.7
	"Cayuga County, NY"	"36011"	202	77145	261.8
	"Chautauqua County, NY"	"36013"	418	127939	326.7
	"Chemung County, NY"	"36015"	267	84254	316.9
	"Chenango County, NY"	"36017"	173	47536	363.9
	"Clinton County, NY"	"36019"	178	80695	220.6
	"Columbia County, NY"	"36021"	195	59916	325.5
	"Cortland County, NY"	"36023"	100	47823	209.1
	"Delaware County, NY"	"36025"	156	44527	350.3
	"Dutchess County, NY"	"36027"	712	293718	242.4
	"Erie County, NY"	"36029"	2404	919719	261.4
	"Essex County, NY"	"36031"	80	37300	214.5
	"Franklin County, NY"	"36033"	100	50293	198.8
	"Fulton County, NY"	"36035"	145	53591	270.6
	"Genesee County, NY"	"36037"	161	57511	279.9
	"Greene County, NY"	"36039"	158	47491	332.7
	"Hamilton County, NY"	"36041"	15	4434	Unreliable
	"Herkimer County, NY"	"36043"	176	61833	284.6
	"Jefferson County, NY"	"36045"	232	111755	207.6
	"Kings County, NY"	"36047"	5660	2582830	219.1
	"Lewis County, NY"	"36049"	63	26447	238.2
	"Livingston County, NY"	"36051"	112	63227	177.1
	"Madison County, NY"	"36053"	127	70795	179.4
	"Monroe County, NY"	"36055"	1412	742474	190.2
	"Montgomery County, NY"	"36057"	148	49455	299.3
	"Nassau County, NY"	"36059"	3847	1358343	283.2
	"New York County, NY"	"36061"	2905	1628701	178.4
	"Niagara County, NY"	"36063"	674	210433	320.3
	"Oneida County, NY"	"36065"	620	229577	270.1
	"Onondaga County, NY"	"36067"	903	461809	195.5
	"Ontario County, NY"	"36069"	219	109864	199.3
	"Orange County, NY"	"36071"	657	381951	172.0
	"Orleans County, NY"	"36073"	98	40612	241.3
	"Oswego County, NY"	"36075"	283	117898	240.0
	"Otsego County, NY"	"36077"	157	59749	262.8
	"Putnam County, NY"	"36079"	212	98892	214.4
	"Queens County, NY"	"36081"	4982	2278906	218.6
	"Rensselaer County, NY"	"36083"	352	159442	220.8
	"Richmond County, NY"	"36085"	1440	476179	302.4
	"Rockland County, NY"	"36087"	609	325695	187.0
	"St. Lawrence County, NY"	"36089"	247	108047	228.6
	"Saratoga County, NY"	"36091"	456	230163	198.1
	"Schenectady County, NY"	"36093"	410	155350	263.9
	"Schoharie County, NY"	"36095"	63	31097	202.6
	"Schuyler County, NY"	"36097"	42	17912	234.5
	"Seneca County, NY"	"36099"	89	34300	259.5
	"Steuben County, NY"	"36101"	262	95796	273.5
	"Suffolk County, NY"	"36103"	3562	1481093	240.5
	"Sullivan County, NY"	"36105"	156	75498	206.6
	"Tioga County, NY"	"36107"	112	48560	230.6
	"Tompkins County, NY"	"36109"	166	102793	161.5
	"Ulster County, NY"	"36111"	416	178599	232.9
	"Warren County, NY"	"36113"	152	64265	236.5
	"Washington County, NY"	"36115"	180	61197	294.1
	"Wayne County, NY"	"36117"	180	90064	199.9
	"Westchester County, NY"	"36119"	2093	967612	216.3
	"Wyoming County, NY"	"36121"	91	40085	227.0
	"Yates County, NY"	"36123"	60	24841	241.5
	"Alamance County, NC"	"37001"	347	166436	208.5
	"Alexander County, NC"	"37003"	80	37353	214.2
	"Alleghany County, NC"	"37005"	34	11161	304.6
	"Anson County, NC"	"37007"	79	24877	317.6
	"Ashe County, NC"	"37009"	70	27109	258.2
	"Avery County, NC"	"37011"	45	17505	257.1
	"Beaufort County, NC"	"37013"	127	47079	269.8
	"Bertie County, NC"	"37015"	53	19026	278.6
	"Bladen County, NC"	"37017"	103	33190	310.3
	"Brunswick County, NC"	"37019"	318	136744	232.6
	"Buncombe County, NC"	"37021"	532	259103	205.3
	"Burke County, NC"	"37023"	225	90382	248.9
	"Cabarrus County, NC"	"37025"	314	211342	148.6
	"Caldwell County, NC"	"37027"	210	82029	256.0
	"Camden County, NC"	"37029"	26	10710	242.8
	"Carteret County, NC"	"37031"	200	69524	287.7
	"Caswell County, NC"	"37033"	50	22698	220.3
	"Catawba County, NC"	"37035"	359	158652	226.3
	"Chatham County, NC"	"37037"	146	73139	199.6
	"Cherokee County, NC"	"37039"	100	28383	352.3
	"Chowan County, NC"	"37041"	35	14029	249.5
	"Clay County, NC"	"37043"	32	11139	287.3
	"Cleveland County, NC"	"37045"	248	97645	254.0
	"Columbus County, NC"	"37047"	209	55655	375.5
	"Craven County, NC"	"37049"	257	102912	249.7
	"Cumberland County, NC"	"37051"	510	332330	153.5
	"Currituck County, NC"	"37053"	68	27072	251.2
	"Dare County, NC"	"37055"	81	36501	221.9
	"Davidson County, NC"	"37057"	373	166614	223.9
	"Davie County, NC"	"37059"	101	42733	236.4
	"Duplin County, NC"	"37061"	136	58856	231.1
	"Durham County, NC"	"37063"	390	316739	123.1
	"Edgecombe County, NC"	"37065"	176	52005	338.4
	"Forsyth County, NC"	"37067"	677	379099	178.6
	"Franklin County, NC"	"37069"	126	67560	186.5
	"Gaston County, NC"	"37071"	484	222846	217.2
	"Gates County, NC"	"37073"	24	11573	207.4
	"Graham County, NC"	"37075"	28	8484	330.0
	"Granville County, NC"	"37077"	112	60115	186.3
	"Greene County, NC"	"37079"	35	21012	166.6
	"Guilford County, NC"	"37081"	783	533670	146.7
	"Halifax County, NC"	"37083"	138	50574	272.9
	"Harnett County, NC"	"37085"	217	134214	161.7
	"Haywood County, NC"	"37087"	167	61971	269.5
	"Henderson County, NC"	"37089"	314	116748	269.0
	"Hertford County, NC"	"37091"	46	23659	194.4
	"Hoke County, NC"	"37093"	79	54764	144.3
	"Hyde County, NC"	"37095"	16	5230	Unreliable
	"Iredell County, NC"	"37097"	298	178435	167.0
	"Jackson County, NC"	"37099"	80	43327	184.6
	"Johnston County, NC"	"37101"	307	202675	151.5
	"Jones County, NC"	"37103"	23	9637	238.7
	"Lee County, NC"	"37105"	120	61452	195.3
	"Lenoir County, NC"	"37107"	201	55976	359.1
	"Lincoln County, NC"	"37109"	164	83770	195.8
	"McDowell County, NC"	"37111"	126	45507	276.9
	"Macon County, NC"	"37113"	86	35285	243.7
	"Madison County, NC"	"37115"	52	21763	238.9
	"Martin County, NC"	"37117"	77	22671	339.6
	"Mecklenburg County, NC"	"37119"	1207	1093901	110.3
	"Mitchell County, NC"	"37121"	60	15000	400.0
	"Montgomery County, NC"	"37123"	64	27271	234.7
	"Moore County, NC"	"37125"	214	98682	216.9
	"Nash County, NC"	"37127"	239	94016	254.2
	"New Hanover County, NC"	"37129"	405	232274	174.4
	"Northampton County, NC"	"37131"	56	19676	284.6
	"Onslow County, NC"	"37133"	248	197683	125.5
	"Orange County, NC"	"37135"	154	146027	105.5
	"Pamlico County, NC"	"37137"	37	12670	292.0
	"Pasquotank County, NC"	"37139"	125	39639	315.3
	"Pender County, NC"	"37141"	131	62162	210.7
	"Perquimans County, NC"	"37143"	58	13422	432.1
	"Person County, NC"	"37145"	100	39507	253.1
	"Pitt County, NC"	"37147"	281	179914	156.2
	"Polk County, NC"	"37149"	77	20611	373.6
	"Randolph County, NC"	"37151"	343	143351	239.3
	"Richmond County, NC"	"37153"	134	44887	298.5
	"Robeson County, NC"	"37155"	312	131831	236.7
	"Rockingham County, NC"	"37157"	237	90690	261.3
	"Rowan County, NC"	"37159"	328	141262	232.2
	"Rutherford County, NC"	"37161"	178	66826	266.4
	"Sampson County, NC"	"37163"	139	63626	218.5
	"Scotland County, NC"	"37165"	88	34810	252.8
	"Stanly County, NC"	"37167"	158	62075	254.5
	"Stokes County, NC"	"37169"	126	45467	277.1
	"Surry County, NC"	"37171"	174	71948	241.8
	"Swain County, NC"	"37173"	38	14245	266.8
	"Transylvania County, NC"	"37175"	85	34215	248.4
	"Tyrrell County, NC"	"37177"	12	4131	Unreliable
	"Union County, NC"	"37179"	271	235908	114.9
	"Vance County, NC"	"37181"	120	44582	269.2
	"Wake County, NC"	"37183"	1157	1092305	105.9
	"Warren County, NC"	"37185"	66	19807	333.2
	"Washington County, NC"	"37187"	43	11859	362.6
	"Watauga County, NC"	"37189"	77	55945	137.6
	"Wayne County, NC"	"37191"	321	123248	260.5
	"Wilkes County, NC"	"37193"	182	68557	265.5
	"Wilson County, NC"	"37195"	206	81455	252.9
	"Yadkin County, NC"	"37197"	101	37543	269.0
	"Yancey County, NC"	"37199"	56	17903	312.8
	"Barnes County, ND"	"38003"	30	10542	284.6
	"Benson County, ND"	"38005"	12	6962	Unreliable
	"Bottineau County, ND"	"38009"	19	6411	Unreliable
	"Burleigh County, ND"	"38015"	138	95273	144.8
	"Cass County, ND"	"38017"	205	181516	112.9
	"Cavalier County, ND"	"38019"	13	3829	Unreliable
	"Dickey County, ND"	"38021"	12	4903	Unreliable
	"Eddy County, ND"	"38027"	11	2313	Unreliable
	"Grand Forks County, ND"	"38035"	113	70770	159.7
	"Griggs County, ND"	"38039"	11	2232	Unreliable
	"LaMoure County, ND"	"38045"	10	4062	Unreliable
	"McHenry County, ND"	"38049"	15	5816	Unreliable
	"McIntosh County, ND"	"38051"	15	2585	Unreliable
	"McKenzie County, ND"	"38053"	24	13632	176.1
	"McLean County, ND"	"38055"	31	9541	324.9
	"Mercer County, ND"	"38057"	18	8267	Unreliable
	"Morton County, ND"	"38059"	57	31095	183.3
	"Mountrail County, ND"	"38061"	31	10218	303.4
	"Nelson County, ND"	"38063"	16	2869	Unreliable
	"Pembina County, ND"	"38067"	20	6947	287.9
	"Pierce County, ND"	"38069"	19	4081	Unreliable
	"Ramsey County, ND"	"38071"	36	11481	313.6
	"Ransom County, ND"	"38073"	26	5237	496.5
	"Renville County, ND"	"38075"	13	2374	Unreliable
	"Richland County, ND"	"38077"	36	16239	221.7
	"Rolette County, ND"	"38079"	23	14301	160.8
	"Stark County, ND"	"38089"	53	30997	171.0
	"Stutsman County, ND"	"38093"	35	20917	167.3
	"Traill County, ND"	"38097"	15	8037	Unreliable
	"Walsh County, ND"	"38099"	27	10667	253.1
	"Ward County, ND"	"38101"	107	67744	157.9
	"Wells County, ND"	"38103"	15	3957	Unreliable
	"Williams County, ND"	"38105"	56	35350	158.4
	"Adams County, OH"	"39001"	59	27724	212.8
	"Allen County, OH"	"39003"	305	102663	297.1
	"Ashland County, OH"	"39005"	145	53745	269.8
	"Ashtabula County, OH"	"39007"	332	97493	340.5
	"Athens County, OH"	"39009"	104	65818	158.0
	"Auglaize County, OH"	"39011"	127	45804	277.3
	"Belmont County, OH"	"39013"	252	67505	373.3
	"Brown County, OH"	"39015"	109	43602	250.0
	"Butler County, OH"	"39017"	681	382378	178.1
	"Carroll County, OH"	"39019"	81	27081	299.1
	"Champaign County, OH"	"39021"	80	38754	206.4
	"Clark County, OH"	"39023"	394	134585	292.8
	"Clermont County, OH"	"39025"	409	205466	199.1
	"Clinton County, OH"	"39027"	114	42057	271.1
	"Columbiana County, OH"	"39029"	314	102665	305.8
	"Coshocton County, OH"	"39031"	114	36629	311.2
	"Crawford County, OH"	"39033"	125	41550	300.8
	"Cuyahoga County, OH"	"39035"	3758	1243857	302.1
	"Darke County, OH"	"39037"	189	51323	368.3
	"Defiance County, OH"	"39039"	97	38165	254.2
	"Delaware County, OH"	"39041"	296	204826	144.5
	"Erie County, OH"	"39043"	240	74615	321.7
	"Fairfield County, OH"	"39045"	331	155782	212.5
	"Fayette County, OH"	"39047"	96	28666	334.9
	"Franklin County, OH"	"39049"	2133	1310300	162.8
	"Fulton County, OH"	"39051"	98	42276	231.8
	"Gallia County, OH"	"39053"	104	29979	346.9
	"Geauga County, OH"	"39055"	185	94031	196.7
	"Greene County, OH"	"39057"	335	167995	199.4
	"Guernsey County, OH"	"39059"	119	39022	305.0
	"Hamilton County, OH"	"39061"	1748	816684	214.0
	"Hancock County, OH"	"39063"	173	75930	227.8
	"Hardin County, OH"	"39065"	86	31480	273.2
	"Harrison County, OH"	"39067"	59	15174	388.8
	"Henry County, OH"	"39069"	86	27086	317.5
	"Highland County, OH"	"39071"	117	43058	271.7
	"Hocking County, OH"	"39073"	76	28385	267.7
	"Holmes County, OH"	"39075"	80	43892	182.3
	"Huron County, OH"	"39077"	145	58504	247.8
	"Jackson County, OH"	"39079"	101	32384	311.9
	"Jefferson County, OH"	"39081"	266	65767	404.5
	"Knox County, OH"	"39083"	155	61893	250.4
	"Lake County, OH"	"39085"	647	230514	280.7
	"Lawrence County, OH"	"39087"	180	59866	300.7
	"Licking County, OH"	"39089"	384	175769	218.5
	"Logan County, OH"	"39091"	125	45358	275.6
	"Lorain County, OH"	"39093"	678	309461	219.1
	"Lucas County, OH"	"39095"	1290	429899	300.1
	"Madison County, OH"	"39097"	87	44413	195.9
	"Mahoning County, OH"	"39099"	923	229642	401.9
	"Marion County, OH"	"39101"	187	65256	286.6
	"Medina County, OH"	"39103"	383	179146	213.8
	"Meigs County, OH"	"39105"	83	23106	359.2
	"Mercer County, OH"	"39107"	171	40959	417.5
	"Miami County, OH"	"39109"	283	106222	266.4
	"Monroe County, OH"	"39111"	46	13790	333.6
	"Montgomery County, OH"	"39113"	1274	532331	239.3
	"Morgan County, OH"	"39115"	39	14604	267.1
	"Morrow County, OH"	"39117"	81	35112	230.7
	"Muskingum County, OH"	"39119"	193	86183	223.9
	"Noble County, OH"	"39121"	31	14354	216.0
	"Ottawa County, OH"	"39123"	140	40769	343.4
	"Paulding County, OH"	"39125"	45	18760	239.9
	"Perry County, OH"	"39127"	113	36033	313.6
	"Pickaway County, OH"	"39129"	150	58086	258.2
	"Pike County, OH"	"39131"	86	28067	306.4
	"Portage County, OH"	"39133"	446	162927	273.7
	"Preble County, OH"	"39135"	108	40997	263.4
	"Putnam County, OH"	"39137"	78	33780	230.9
	"Richland County, OH"	"39139"	393	121099	324.5
	"Ross County, OH"	"39141"	174	76931	226.2
	"Sandusky County, OH"	"39143"	169	58799	287.4
	"Scioto County, OH"	"39145"	249	75502	329.8
	"Seneca County, OH"	"39147"	180	55207	326.0
	"Shelby County, OH"	"39149"	115	48627	236.5
	"Stark County, OH"	"39151"	964	371574	259.4
	"Summit County, OH"	"39153"	1374	541918	253.5
	"Trumbull County, OH"	"39155"	739	198627	372.1
	"Tuscarawas County, OH"	"39157"	265	92176	287.5
	"Union County, OH"	"39159"	99	57835	171.2
	"Van Wert County, OH"	"39161"	73	28281	258.1
	"Vinton County, OH"	"39163"	25	13139	190.3
	"Warren County, OH"	"39165"	411	232173	177.0
	"Washington County, OH"	"39167"	131	60155	217.8
	"Wayne County, OH"	"39169"	301	115967	259.6
	"Williams County, OH"	"39171"	107	36804	290.7
	"Wood County, OH"	"39173"	321	130696	245.6
	"Wyandot County, OH"	"39175"	61	21935	278.1
	"Adair County, OK"	"40001"	77	22082	348.7
	"Alfalfa County, OK"	"40003"	12	5754	Unreliable
	"Atoka County, OK"	"40005"	52	13838	375.8
	"Beaver County, OK"	"40007"	22	5319	413.6
	"Beckham County, OK"	"40009"	50	21709	230.3
	"Blaine County, OK"	"40011"	26	9485	274.1
	"Bryan County, OK"	"40013"	119	47192	252.2
	"Caddo County, OK"	"40015"	98	28977	338.2
	"Canadian County, OK"	"40017"	245	144447	169.6
	"Carter County, OK"	"40019"	135	48177	280.2
	"Cherokee County, OK"	"40021"	147	48675	302.0
	"Choctaw County, OK"	"40023"	66	14668	450.0
	"Cleveland County, OK"	"40027"	464	281669	164.7
	"Coal County, OK"	"40029"	24	5520	434.8
	"Comanche County, OK"	"40031"	236	120422	196.0
	"Cotton County, OK"	"40033"	11	5776	Unreliable
	"Craig County, OK"	"40035"	54	14306	377.5
	"Creek County, OK"	"40037"	229	71604	319.8
	"Custer County, OK"	"40039"	72	29036	248.0
	"Delaware County, OK"	"40041"	153	42733	358.0
	"Dewey County, OK"	"40043"	15	4894	Unreliable
	"Ellis County, OK"	"40045"	15	3952	Unreliable
	"Garfield County, OK"	"40047"	158	60913	259.4
	"Garvin County, OK"	"40049"	87	27811	312.8
	"Grady County, OK"	"40051"	147	55551	264.6
	"Grant County, OK"	"40053"	12	4326	Unreliable
	"Greer County, OK"	"40055"	18	5821	Unreliable
	"Harmon County, OK"	"40057"	12	2664	Unreliable
	"Harper County, OK"	"40059"	12	3797	Unreliable
	"Haskell County, OK"	"40061"	49	12668	386.8
	"Hughes County, OK"	"40063"	64	13335	479.9
	"Jackson County, OK"	"40065"	61	24949	244.5
	"Jefferson County, OK"	"40067"	33	6123	539.0
	"Johnston County, OK"	"40069"	24	10949	219.2
	"Kay County, OK"	"40071"	155	44161	351.0
	"Kingfisher County, OK"	"40073"	36	15816	227.6
	"Kiowa County, OK"	"40075"	31	8729	355.1
	"Latimer County, OK"	"40077"	30	10231	293.2
	"Le Flore County, OK"	"40079"	184	49980	368.1
	"Lincoln County, OK"	"40081"	113	34920	323.6
	"Logan County, OK"	"40083"	97	47291	205.1
	"Love County, OK"	"40085"	19	10134	Unreliable
	"McClain County, OK"	"40087"	94	39985	235.1
	"McCurtain County, OK"	"40089"	111	32703	339.4
	"McIntosh County, OK"	"40091"	105	19815	529.9
	"Major County, OK"	"40093"	29	7644	379.4
	"Marshall County, OK"	"40095"	45	16806	267.8
	"Mayes County, OK"	"40097"	128	41107	311.4
	"Murray County, OK"	"40099"	49	13953	351.2
	"Muskogee County, OK"	"40101"	273	68362	399.3
	"Noble County, OK"	"40103"	33	11289	292.3
	"Nowata County, OK"	"40105"	34	10218	332.7
	"Okfuskee County, OK"	"40107"	53	12098	438.1
	"Oklahoma County, OK"	"40109"	1706	792582	215.2
	"Okmulgee County, OK"	"40111"	174	38335	453.9
	"Osage County, OK"	"40113"	125	47014	265.9
	"Ottawa County, OK"	"40115"	122	31175	391.3
	"Pawnee County, OK"	"40117"	58	16390	353.9
	"Payne County, OK"	"40119"	159	82040	193.8
	"Pittsburg County, OK"	"40121"	177	43877	403.4
	"Pontotoc County, OK"	"40123"	120	38247	313.8
	"Pottawatomie County, OK"	"40125"	232	72679	319.2
	"Pushmataha County, OK"	"40127"	48	11179	429.4
	"Roger Mills County, OK"	"40129"	13	3656	Unreliable
	"Rogers County, OK"	"40131"	277	91984	301.1
	"Seminole County, OK"	"40133"	108	24578	439.4
	"Sequoyah County, OK"	"40135"	146	41179	354.5
	"Stephens County, OK"	"40137"	176	43265	406.8
	"Texas County, OK"	"40139"	49	20455	239.6
	"Tillman County, OK"	"40141"	28	7348	381.1
	"Tulsa County, OK"	"40143"	1748	648360	269.6
	"Wagoner County, OK"	"40145"	190	80110	237.2
	"Washington County, OK"	"40147"	226	51843	435.9
	"Washita County, OK"	"40149"	35	11127	314.6
	"Woods County, OK"	"40151"	34	8897	382.2
	"Woodward County, OK"	"40153"	58	20222	286.8
	"Baker County, OR"	"41001"	43	16006	268.6
	"Benton County, OR"	"41003"	104	92101	112.9
	"Clackamas County, OR"	"41005"	626	416075	150.5
	"Clatsop County, OR"	"41007"	78	39764	196.2
	"Columbia County, OR"	"41009"	101	52377	192.8
	"Coos County, OR"	"41011"	213	64389	330.8
	"Crook County, OR"	"41013"	55	23867	230.4
	"Curry County, OR"	"41015"	85	22813	372.6
	"Deschutes County, OR"	"41017"	336	191996	175.0
	"Douglas County, OR"	"41019"	270	110283	244.8
	"Grant County, OR"	"41023"	30	7176	418.1
	"Harney County, OR"	"41025"	19	7329	Unreliable
	"Hood River County, OR"	"41027"	43	23428	183.5
	"Jackson County, OR"	"41029"	420	219564	191.3
	"Jefferson County, OR"	"41031"	43	24192	177.7
	"Josephine County, OR"	"41033"	197	87393	225.4
	"Klamath County, OR"	"41035"	156	67653	230.6
	"Lake County, OR"	"41037"	20	7879	253.8
	"Lane County, OR"	"41039"	646	379611	170.2
	"Lincoln County, OR"	"41041"	116	49388	234.9
	"Linn County, OR"	"41043"	248	127335	194.8
	"Malheur County, OR"	"41045"	79	30725	257.1
	"Marion County, OR"	"41047"	470	346868	135.5
	"Morrow County, OR"	"41049"	20	11372	175.9
	"Multnomah County, OR"	"41051"	1073	811880	132.2
	"Polk County, OR"	"41053"	123	85234	144.3
	"Tillamook County, OR"	"41057"	63	26787	235.2
	"Umatilla County, OR"	"41059"	105	77516	135.5
	"Union County, OR"	"41061"	66	26461	249.4
	"Wallowa County, OR"	"41063"	27	7081	381.3
	"Wasco County, OR"	"41065"	64	26505	241.5
	"Washington County, OR"	"41067"	672	597695	112.4
	"Yamhill County, OR"	"41071"	193	107002	180.4
	"Adams County, PA"	"42001"	300	102811	291.8
	"Allegheny County, PA"	"42003"	3622	1218452	297.3
	"Armstrong County, PA"	"42005"	188	65263	288.1
	"Beaver County, PA"	"42007"	550	164742	333.9
	"Bedford County, PA"	"42009"	141	48176	292.7
	"Berks County, PA"	"42011"	1002	420152	238.5
	"Blair County, PA"	"42013"	463	122492	378.0
	"Bradford County, PA"	"42015"	199	60833	327.1
	"Bucks County, PA"	"42017"	1326	628195	211.1
	"Butler County, PA"	"42019"	466	187888	248.0
	"Cambria County, PA"	"42021"	424	131730	321.9
	"Cameron County, PA"	"42023"	18	4492	Unreliable
	"Carbon County, PA"	"42025"	172	64227	267.8
	"Centre County, PA"	"42027"	289	162805	177.5
	"Chester County, PA"	"42029"	1045	522046	200.2
	"Clarion County, PA"	"42031"	114	38779	294.0
